chrom	start	end	num	list	R1	R2	R3	R4	R5
PfDd2_02	7045	7337	1	R2	0	1	0	0	0
PfDd2_02	17791	18084	1	R2	0	1	0	0	0
PfDd2_02	34818	35084	1	R5	0	0	0	0	1
PfDd2_02	37499	37881	1	R2	0	1	0	0	0
PfDd2_02	46277	46885	1	R2	0	1	0	0	0
PfDd2_02	48046	48538	1	R2	0	1	0	0	0
PfDd2_02	48844	49138	1	R2	0	1	0	0	0
PfDd2_02	67211	67572	1	R2	0	1	0	0	0
PfDd2_02	72869	73184	1	R2	0	1	0	0	0
PfDd2_02	77294	77737	1	R2	0	1	0	0	0
PfDd2_02	78067	78468	1	R2	0	1	0	0	0
PfDd2_02	78803	79729	1	R2	0	1	0	0	0
PfDd2_02	84254	84641	1	R1	1	0	0	0	0
PfDd2_02	95418	95668	1	R5	0	0	0	0	1
PfDd2_02	100271	100525	1	R2	0	1	0	0	0
PfDd2_02	100842	101114	1	R2	0	1	0	0	0
PfDd2_02	104420	104743	1	R5	0	0	0	0	1
PfDd2_02	106020	106330	1	R2	0	1	0	0	0
PfDd2_02	131532	131894	1	R2	0	1	0	0	0
PfDd2_02	133651	133904	1	R2	0	1	0	0	0
PfDd2_02	134346	135272	1	R2	0	1	0	0	0
PfDd2_02	141058	141585	1	R1	1	0	0	0	0
PfDd2_02	144103	144623	1	R2	0	1	0	0	0
PfDd2_02	154589	155113	1	R2	0	1	0	0	0
PfDd2_02	162758	163013	1	R1	1	0	0	0	0
PfDd2_02	168377	168629	1	R1	1	0	0	0	0
PfDd2_02	168629	168774	2	R1,R3	1	0	1	0	0
PfDd2_02	168774	168805	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	168805	169593	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_02	169593	169600	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	169600	169636	2	R1,R3	1	0	1	0	0
PfDd2_02	169636	170533	1	R1	1	0	0	0	0
PfDd2_02	172811	173086	1	R1	1	0	0	0	0
PfDd2_02	173086	173094	2	R1,R4	1	0	0	1	0
PfDd2_02	173094	173262	3	R1,R3,R4	1	0	1	1	0
PfDd2_02	173262	173562	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_02	173562	173620	3	R1,R2,R4	1	1	0	1	0
PfDd2_02	173620	173712	2	R1,R4	1	0	0	1	0
PfDd2_02	173712	174087	1	R1	1	0	0	0	0
PfDd2_02	182284	182599	1	R1	1	0	0	0	0
PfDd2_02	185194	185479	1	R2	0	1	0	0	0
PfDd2_02	186464	186758	1	R5	0	0	0	0	1
PfDd2_02	188377	188635	1	R2	0	1	0	0	0
PfDd2_02	190980	191337	1	R2	0	1	0	0	0
PfDd2_02	191950	192230	1	R1	1	0	0	0	0
PfDd2_02	195618	196061	1	R2	0	1	0	0	0
PfDd2_02	196673	197160	1	R1	1	0	0	0	0
PfDd2_02	200163	200581	1	R2	0	1	0	0	0
PfDd2_02	200581	201043	2	R1,R2	1	1	0	0	0
PfDd2_02	201043	201224	1	R1	1	0	0	0	0
PfDd2_02	201224	201228	2	R1,R2	1	1	0	0	0
PfDd2_02	201228	201358	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	201358	202233	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_02	202233	202303	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	202303	202315	2	R1,R2	1	1	0	0	0
PfDd2_02	202315	202531	1	R1	1	0	0	0	0
PfDd2_02	202987	203534	1	R2	0	1	0	0	0
PfDd2_02	204685	204935	1	R2	0	1	0	0	0
PfDd2_02	205540	205969	1	R2	0	1	0	0	0
PfDd2_02	206384	206530	1	R1	1	0	0	0	0
PfDd2_02	206530	206901	2	R1,R2	1	1	0	0	0
PfDd2_02	206901	206941	1	R1	1	0	0	0	0
PfDd2_02	207512	208666	1	R2	0	1	0	0	0
PfDd2_02	210033	210486	1	R2	0	1	0	0	0
PfDd2_02	217146	217775	1	R2	0	1	0	0	0
PfDd2_02	219882	220446	1	R1	1	0	0	0	0
PfDd2_02	226414	226722	1	R5	0	0	0	0	1
PfDd2_02	238731	238992	1	R2	0	1	0	0	0
PfDd2_02	239135	239753	1	R2	0	1	0	0	0
PfDd2_02	241244	241348	1	R5	0	0	0	0	1
PfDd2_02	241348	241639	2	R2,R5	0	1	0	0	1
PfDd2_02	241639	241888	1	R2	0	1	0	0	0
PfDd2_02	242843	243212	1	R2	0	1	0	0	0
PfDd2_02	245176	245504	1	R1	1	0	0	0	0
PfDd2_02	255566	256838	1	R2	0	1	0	0	0
PfDd2_02	257619	258071	1	R2	0	1	0	0	0
PfDd2_02	261604	262005	1	R2	0	1	0	0	0
PfDd2_02	264253	264720	1	R2	0	1	0	0	0
PfDd2_02	265788	266044	1	R2	0	1	0	0	0
PfDd2_02	266885	267168	1	R2	0	1	0	0	0
PfDd2_02	267745	268051	1	R2	0	1	0	0	0
PfDd2_02	271909	272642	1	R2	0	1	0	0	0
PfDd2_02	275105	275698	1	R2	0	1	0	0	0
PfDd2_02	286335	286587	1	R2	0	1	0	0	0
PfDd2_02	288517	288780	1	R2	0	1	0	0	0
PfDd2_02	288955	289213	1	R5	0	0	0	0	1
PfDd2_02	292970	293112	1	R1	1	0	0	0	0
PfDd2_02	293112	293409	2	R1,R3	1	0	1	0	0
PfDd2_02	293409	293476	1	R1	1	0	0	0	0
PfDd2_02	308227	308573	1	R2	0	1	0	0	0
PfDd2_02	309172	309851	1	R2	0	1	0	0	0
PfDd2_02	313408	313724	1	R2	0	1	0	0	0
PfDd2_02	357756	358182	1	R2	0	1	0	0	0
PfDd2_02	360845	361449	1	R1	1	0	0	0	0
PfDd2_02	365512	366132	1	R2	0	1	0	0	0
PfDd2_02	366755	367210	1	R2	0	1	0	0	0
PfDd2_02	369154	369729	1	R2	0	1	0	0	0
PfDd2_02	380305	380641	1	R2	0	1	0	0	0
PfDd2_02	383923	384187	1	R2	0	1	0	0	0
PfDd2_02	393172	393441	1	R2	0	1	0	0	0
PfDd2_02	399155	399484	1	R2	0	1	0	0	0
PfDd2_02	403795	404130	1	R2	0	1	0	0	0
PfDd2_02	406470	406768	1	R1	1	0	0	0	0
PfDd2_02	406891	407423	1	R2	0	1	0	0	0
PfDd2_02	407703	408260	1	R2	0	1	0	0	0
PfDd2_02	416905	417378	1	R2	0	1	0	0	0
PfDd2_02	423719	423982	1	R2	0	1	0	0	0
PfDd2_02	425276	426090	1	R1	1	0	0	0	0
PfDd2_02	432220	432562	1	R2	0	1	0	0	0
PfDd2_02	460600	460739	1	R1	1	0	0	0	0
PfDd2_02	460739	460850	2	R1,R2	1	1	0	0	0
PfDd2_02	460850	460998	1	R2	0	1	0	0	0
PfDd2_02	462417	462667	1	R2	0	1	0	0	0
PfDd2_02	462924	463215	1	R2	0	1	0	0	0
PfDd2_02	471742	472015	1	R1	1	0	0	0	0
PfDd2_02	472015	472261	2	R1,R2	1	1	0	0	0
PfDd2_02	472261	472466	1	R2	0	1	0	0	0
PfDd2_02	474025	474348	1	R5	0	0	0	0	1
PfDd2_02	474585	475947	1	R2	0	1	0	0	0
PfDd2_02	488048	488613	1	R2	0	1	0	0	0
PfDd2_02	489953	490490	1	R2	0	1	0	0	0
PfDd2_02	495528	495953	1	R1	1	0	0	0	0
PfDd2_02	501108	501420	1	R2	0	1	0	0	0
PfDd2_02	503151	503642	1	R1	1	0	0	0	0
PfDd2_02	504491	504765	1	R2	0	1	0	0	0
PfDd2_02	505126	505452	1	R2	0	1	0	0	0
PfDd2_02	510297	511193	1	R2	0	1	0	0	0
PfDd2_02	526228	526536	1	R1	1	0	0	0	0
PfDd2_02	527997	528384	1	R2	0	1	0	0	0
PfDd2_02	529798	530053	1	R2	0	1	0	0	0
PfDd2_02	533862	534142	1	R5	0	0	0	0	1
PfDd2_02	539481	540220	1	R2	0	1	0	0	0
PfDd2_02	540446	540953	1	R2	0	1	0	0	0
PfDd2_02	541606	542096	1	R2	0	1	0	0	0
PfDd2_02	542477	542823	1	R2	0	1	0	0	0
PfDd2_02	544930	545205	1	R2	0	1	0	0	0
PfDd2_02	554581	554833	1	R2	0	1	0	0	0
PfDd2_02	556041	557183	1	R2	0	1	0	0	0
PfDd2_02	578537	579169	1	R1	1	0	0	0	0
PfDd2_02	587790	588509	1	R2	0	1	0	0	0
PfDd2_02	588865	589115	1	R2	0	1	0	0	0
PfDd2_02	590065	590447	1	R2	0	1	0	0	0
PfDd2_02	595355	595729	1	R2	0	1	0	0	0
PfDd2_02	612084	612354	1	R1	1	0	0	0	0
PfDd2_02	612354	612362	2	R1,R3	1	0	1	0	0
PfDd2_02	612362	612681	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	612681	612691	2	R1,R2	1	1	0	0	0
PfDd2_02	612691	613168	1	R1	1	0	0	0	0
PfDd2_02	615617	615874	1	R1	1	0	0	0	0
PfDd2_02	619073	619442	1	R2	0	1	0	0	0
PfDd2_02	620748	621340	1	R2	0	1	0	0	0
PfDd2_02	629890	630191	1	R2	0	1	0	0	0
PfDd2_02	631101	631568	1	R1	1	0	0	0	0
PfDd2_02	632297	632779	1	R2	0	1	0	0	0
PfDd2_02	634598	634940	1	R1	1	0	0	0	0
PfDd2_02	651455	651720	1	R2	0	1	0	0	0
PfDd2_02	682037	682506	1	R1	1	0	0	0	0
PfDd2_02	686981	687747	1	R1	1	0	0	0	0
PfDd2_02	690315	690671	1	R2	0	1	0	0	0
PfDd2_02	693038	693995	1	R2	0	1	0	0	0
PfDd2_02	704412	704800	1	R1	1	0	0	0	0
PfDd2_02	709164	709192	1	R4	0	0	0	1	0
PfDd2_02	709192	709564	2	R1,R4	1	0	0	1	0
PfDd2_02	709564	709634	1	R1	1	0	0	0	0
PfDd2_02	715071	715547	1	R2	0	1	0	0	0
PfDd2_02	724260	724589	1	R2	0	1	0	0	0
PfDd2_02	730288	730478	1	R1	1	0	0	0	0
PfDd2_02	730478	730542	2	R1,R2	1	1	0	0	0
PfDd2_02	730542	730751	3	R1,R2,R4	1	1	0	1	0
PfDd2_02	730751	731375	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_02	731375	731573	3	R1,R2,R3	1	1	1	0	0
PfDd2_02	731573	731591	2	R1,R2	1	1	0	0	0
PfDd2_02	731591	731923	1	R1	1	0	0	0	0
PfDd2_02	741567	741836	1	R5	0	0	0	0	1
PfDd2_02	750532	750854	1	R2	0	1	0	0	0
PfDd2_02	756192	756462	1	R2	0	1	0	0	0
PfDd2_02	759567	759886	1	R2	0	1	0	0	0
PfDd2_02	763450	763700	1	R2	0	1	0	0	0
PfDd2_02	766074	766324	1	R2	0	1	0	0	0
PfDd2_02	775502	775961	1	R2	0	1	0	0	0
PfDd2_02	805601	805874	1	R1	1	0	0	0	0
PfDd2_02	846132	846622	1	R2	0	1	0	0	0
PfDd2_02	848400	848655	1	R2	0	1	0	0	0
PfDd2_02	849823	849952	1	R2	0	1	0	0	0
PfDd2_02	849952	850086	2	R1,R2	1	1	0	0	0
PfDd2_02	850086	850231	1	R1	1	0	0	0	0
PfDd2_03	7414	8112	1	R1	1	0	0	0	0
PfDd2_03	22487	22764	1	R2	0	1	0	0	0
PfDd2_03	24661	25113	1	R2	0	1	0	0	0
PfDd2_03	26973	27492	1	R2	0	1	0	0	0
PfDd2_03	35741	36308	1	R2	0	1	0	0	0
PfDd2_03	42250	42905	1	R2	0	1	0	0	0
PfDd2_03	45678	45944	1	R1	1	0	0	0	0
PfDd2_03	50404	50867	1	R2	0	1	0	0	0
PfDd2_03	57336	57619	1	R2	0	1	0	0	0
PfDd2_03	77247	77559	1	R2	0	1	0	0	0
PfDd2_03	77559	77604	2	R2,R5	0	1	0	0	1
PfDd2_03	77604	77816	1	R5	0	0	0	0	1
PfDd2_03	80322	80865	1	R1	1	0	0	0	0
PfDd2_03	82027	82108	1	R1	1	0	0	0	0
PfDd2_03	82108	82119	2	R1,R4	1	0	0	1	0
PfDd2_03	82119	82124	3	R1,R2,R4	1	1	0	1	0
PfDd2_03	82124	82496	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_03	82496	82504	3	R1,R2,R4	1	1	0	1	0
PfDd2_03	82504	82557	2	R1,R4	1	0	0	1	0
PfDd2_03	82557	82581	1	R4	0	0	0	1	0
PfDd2_03	96476	96792	1	R2	0	1	0	0	0
PfDd2_03	99148	99447	1	R1	1	0	0	0	0
PfDd2_03	109052	109373	1	R2	0	1	0	0	0
PfDd2_03	112757	112792	1	R1	1	0	0	0	0
PfDd2_03	112792	113190	2	R1,R5	1	0	0	0	1
PfDd2_03	113190	113421	1	R1	1	0	0	0	0
PfDd2_03	113421	113524	2	R1,R2	1	1	0	0	0
PfDd2_03	113524	113737	3	R1,R2,R3	1	1	1	0	0
PfDd2_03	113737	115804	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_03	115804	115811	3	R1,R2,R3	1	1	1	0	0
PfDd2_03	115811	115892	2	R1,R2	1	1	0	0	0
PfDd2_03	115892	116325	1	R1	1	0	0	0	0
PfDd2_03	129347	129696	1	R5	0	0	0	0	1
PfDd2_03	134357	134761	1	R2	0	1	0	0	0
PfDd2_03	140954	141471	1	R2	0	1	0	0	0
PfDd2_03	145863	146150	1	R2	0	1	0	0	0
PfDd2_03	149018	149306	1	R1	1	0	0	0	0
PfDd2_03	151126	151451	1	R2	0	1	0	0	0
PfDd2_03	152160	152678	1	R2	0	1	0	0	0
PfDd2_03	152843	153270	1	R2	0	1	0	0	0
PfDd2_03	175691	176428	1	R2	0	1	0	0	0
PfDd2_03	183033	183330	1	R1	1	0	0	0	0
PfDd2_03	183844	184298	1	R1	1	0	0	0	0
PfDd2_03	184925	185318	1	R2	0	1	0	0	0
PfDd2_03	194055	194417	1	R5	0	0	0	0	1
PfDd2_03	202543	202794	1	R2	0	1	0	0	0
PfDd2_03	218079	218440	1	R2	0	1	0	0	0
PfDd2_03	219430	219981	1	R2	0	1	0	0	0
PfDd2_03	220949	221051	1	R2	0	1	0	0	0
PfDd2_03	221051	221240	2	R2,R5	0	1	0	0	1
PfDd2_03	221240	221316	1	R5	0	0	0	0	1
PfDd2_03	223841	224099	1	R2	0	1	0	0	0
PfDd2_03	225183	225488	1	R2	0	1	0	0	0
PfDd2_03	226093	227056	1	R2	0	1	0	0	0
PfDd2_03	230210	230284	1	R1	1	0	0	0	0
PfDd2_03	230284	230581	2	R1,R3	1	0	1	0	0
PfDd2_03	230581	230863	1	R1	1	0	0	0	0
PfDd2_03	242323	242596	1	R5	0	0	0	0	1
PfDd2_03	246197	246756	1	R5	0	0	0	0	1
PfDd2_03	249820	250081	1	R5	0	0	0	0	1
PfDd2_03	250683	251043	1	R2	0	1	0	0	0
PfDd2_03	263217	263480	1	R2	0	1	0	0	0
PfDd2_03	279903	280253	1	R2	0	1	0	0	0
PfDd2_03	301430	301882	1	R2	0	1	0	0	0
PfDd2_03	310554	311513	1	R2	0	1	0	0	0
PfDd2_03	318820	319109	1	R2	0	1	0	0	0
PfDd2_03	323027	323308	1	R5	0	0	0	0	1
PfDd2_03	324984	325256	1	R2	0	1	0	0	0
PfDd2_03	327272	327826	1	R2	0	1	0	0	0
PfDd2_03	334555	334963	1	R2	0	1	0	0	0
PfDd2_03	335628	335929	1	R1	1	0	0	0	0
PfDd2_03	338696	338947	1	R2	0	1	0	0	0
PfDd2_03	339651	339953	1	R2	0	1	0	0	0
PfDd2_03	343470	343849	1	R2	0	1	0	0	0
PfDd2_03	347686	348297	1	R1	1	0	0	0	0
PfDd2_03	353713	353976	1	R2	0	1	0	0	0
PfDd2_03	359305	360646	1	R2	0	1	0	0	0
PfDd2_03	369912	370810	1	R2	0	1	0	0	0
PfDd2_03	371899	372392	1	R2	0	1	0	0	0
PfDd2_03	383892	385307	1	R2	0	1	0	0	0
PfDd2_03	398387	398637	1	R5	0	0	0	0	1
PfDd2_03	402920	403186	1	R2	0	1	0	0	0
PfDd2_03	411402	412741	1	R2	0	1	0	0	0
PfDd2_03	412974	413230	1	R2	0	1	0	0	0
PfDd2_03	417106	417692	1	R2	0	1	0	0	0
PfDd2_03	424240	424666	1	R2	0	1	0	0	0
PfDd2_03	425796	426330	1	R1	1	0	0	0	0
PfDd2_03	431164	431274	1	R1	1	0	0	0	0
PfDd2_03	431274	431562	2	R1,R4	1	0	0	1	0
PfDd2_03	431562	431649	1	R1	1	0	0	0	0
PfDd2_03	435527	435678	1	R2	0	1	0	0	0
PfDd2_03	435678	435938	2	R2,R5	0	1	0	0	1
PfDd2_03	435938	435991	1	R2	0	1	0	0	0
PfDd2_03	437204	437553	1	R2	0	1	0	0	0
PfDd2_03	456310	456572	1	R2	0	1	0	0	0
PfDd2_03	457671	458068	1	R2	0	1	0	0	0
PfDd2_03	461660	462186	1	R2	0	1	0	0	0
PfDd2_03	472455	473221	1	R2	0	1	0	0	0
PfDd2_03	473751	474159	1	R2	0	1	0	0	0
PfDd2_03	474372	474997	1	R2	0	1	0	0	0
PfDd2_03	480052	480710	1	R2	0	1	0	0	0
PfDd2_03	493586	494050	1	R2	0	1	0	0	0
PfDd2_03	495066	495316	1	R2	0	1	0	0	0
PfDd2_03	495667	496091	1	R2	0	1	0	0	0
PfDd2_03	498323	499645	1	R2	0	1	0	0	0
PfDd2_03	507000	507265	1	R1	1	0	0	0	0
PfDd2_03	509412	510070	1	R2	0	1	0	0	0
PfDd2_03	516308	516668	1	R2	0	1	0	0	0
PfDd2_03	520429	520855	1	R2	0	1	0	0	0
PfDd2_03	521278	521530	1	R2	0	1	0	0	0
PfDd2_03	526619	526910	1	R2	0	1	0	0	0
PfDd2_03	531987	532307	1	R2	0	1	0	0	0
PfDd2_03	543865	544177	1	R2	0	1	0	0	0
PfDd2_03	548219	548473	1	R2	0	1	0	0	0
PfDd2_03	555481	555805	1	R2	0	1	0	0	0
PfDd2_03	559408	559822	1	R2	0	1	0	0	0
PfDd2_03	583413	583832	1	R1	1	0	0	0	0
PfDd2_03	600230	600783	1	R2	0	1	0	0	0
PfDd2_03	617871	618253	1	R2	0	1	0	0	0
PfDd2_03	619163	619486	1	R2	0	1	0	0	0
PfDd2_03	638876	639274	1	R1	1	0	0	0	0
PfDd2_03	643925	644329	1	R2	0	1	0	0	0
PfDd2_03	645519	645827	1	R1	1	0	0	0	0
PfDd2_03	647222	647502	1	R2	0	1	0	0	0
PfDd2_03	671918	672263	1	R2	0	1	0	0	0
PfDd2_03	675642	675983	1	R1	1	0	0	0	0
PfDd2_03	675983	676018	2	R1,R2	1	1	0	0	0
PfDd2_03	676018	676294	3	R1,R2,R3	1	1	1	0	0
PfDd2_03	676294	676320	2	R1,R2	1	1	0	0	0
PfDd2_03	676320	676926	1	R1	1	0	0	0	0
PfDd2_03	677182	677368	1	R1	1	0	0	0	0
PfDd2_03	677368	677393	2	R1,R2	1	1	0	0	0
PfDd2_03	677393	677457	3	R1,R2,R4	1	1	0	1	0
PfDd2_03	677457	677766	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_03	677766	677771	3	R1,R2,R4	1	1	0	1	0
PfDd2_03	677771	677827	2	R1,R4	1	0	0	1	0
PfDd2_03	677827	678349	1	R1	1	0	0	0	0
PfDd2_03	684213	684708	1	R2	0	1	0	0	0
PfDd2_03	687285	687728	1	R5	0	0	0	0	1
PfDd2_03	692182	692459	1	R2	0	1	0	0	0
PfDd2_03	697002	697336	1	R2	0	1	0	0	0
PfDd2_03	698166	698562	1	R2	0	1	0	0	0
PfDd2_03	699179	699475	1	R2	0	1	0	0	0
PfDd2_03	708499	709375	1	R2	0	1	0	0	0
PfDd2_03	710020	710283	1	R2	0	1	0	0	0
PfDd2_03	717927	718231	1	R2	0	1	0	0	0
PfDd2_03	723615	723880	1	R2	0	1	0	0	0
PfDd2_03	724015	724302	1	R2	0	1	0	0	0
PfDd2_03	730140	731134	1	R2	0	1	0	0	0
PfDd2_03	731965	732286	1	R2	0	1	0	0	0
PfDd2_03	749238	749672	1	R5	0	0	0	0	1
PfDd2_03	754604	754978	1	R2	0	1	0	0	0
PfDd2_03	755458	755915	1	R2	0	1	0	0	0
PfDd2_03	763907	764169	1	R2	0	1	0	0	0
PfDd2_03	764778	765112	1	R2	0	1	0	0	0
PfDd2_03	774911	775572	1	R2	0	1	0	0	0
PfDd2_03	776609	777088	1	R2	0	1	0	0	0
PfDd2_03	778209	778613	1	R2	0	1	0	0	0
PfDd2_03	779098	779415	1	R2	0	1	0	0	0
PfDd2_03	779696	780078	1	R2	0	1	0	0	0
PfDd2_03	786588	786903	1	R2	0	1	0	0	0
PfDd2_03	802423	802850	1	R2	0	1	0	0	0
PfDd2_03	806742	807074	1	R2	0	1	0	0	0
PfDd2_03	822300	823057	1	R2	0	1	0	0	0
PfDd2_03	824797	825189	1	R2	0	1	0	0	0
PfDd2_03	825358	826026	1	R2	0	1	0	0	0
PfDd2_03	830855	831135	1	R2	0	1	0	0	0
PfDd2_03	833080	833689	1	R2	0	1	0	0	0
PfDd2_03	835709	836268	1	R2	0	1	0	0	0
PfDd2_03	841114	841572	1	R1	1	0	0	0	0
PfDd2_03	845899	846235	1	R2	0	1	0	0	0
PfDd2_03	847092	847607	1	R1	1	0	0	0	0
PfDd2_03	850565	851100	1	R2	0	1	0	0	0
PfDd2_03	851236	851831	1	R1	1	0	0	0	0
PfDd2_03	851985	852791	1	R1	1	0	0	0	0
PfDd2_03	852791	852798	3	R1,R2,R4	1	1	0	1	0
PfDd2_03	852798	853071	4	R1,R2,R3,R4	1	1	1	1	0
PfDd2_03	853071	853154	3	R1,R2,R3	1	1	1	0	0
PfDd2_03	853154	853192	2	R1,R3	1	0	1	0	0
